CODE,corn,wheat,oat,barley,hay,soybean,horse,cattle,swine,sheep,population
10,0.038075834,0.000338119,0.023466379,9.07702e-05,0.035772562,0.00489932,0.000810124,0.042276264,0.016708528,0.002307833,0.017169193
1030,0.098189073,0.000288964,0.053264775,0.00015377,0.181347481,0.002033307,0.002537024,0.256737597,0.11018434,0.020272286,0.046884776
1090,0.157327733,0.001495212,0.107952051,0.001146892,0.147404943,0.010381498,0.002527406,0.268170248,0.074174371,0.017256465,0.061940625
1410,0.051250015,0.000281806,0.064741866,0.000142833,0.113185282,0.001455365,0.002065284,0.17126032,0.026792821,0.004257969,0.114090863
390,0.156157447,0.002768671,0.170601751,0.009058804,0.154644993,0.000724297,0.00132211,0.325521906,0.146776717,0.010034261,0.1531928
970,0.058605944,0.000404581,0.066857571,8.16813e-05,0.112881986,0.000643972,0.001407551,0.121214268,0.040214852,0.003117108,0.070207828
1150,0.040322916,0.00030695,0.051764797,0.000207427,0.093677734,1.25724e-05,0.001127234,0.14788134,0.02861365,0.002268094,0.059015441
210,0.188553165,0.003627531,0.095692013,0.0019924,0.103767746,0.002867866,0.001745067,0.200299958,0.170664776,0.033209121,0.072057146
1210,0.10765557,0.001476176,0.095726134,0.000393787,0.160753683,0.010762821,0.003508287,0.248473508,0.099173336,0.015770444,0.049227795
270,0.198450881,0.004483971,0.149343903,0.006437394,0.154541358,0.000253239,0.001889722,0.34989973,0.171198595,0.009626017,0.108817358
50,0.082218963,0.00026341,0.087836522,0.000516282,0.158488168,0.001306572,0.002495366,0.265485048,0.033516327,0.006133964,0.060180771
70,0.001019408,0.000205742,0.006407991,0.000167489,0.03616409,3.8197e-11,0.000338079,0.029266044,0.000534517,0.002701526,0.012313615
850,0.000245251,5.0567e-05,0.004377837,2.14911e-05,0.005934066,4.4246e-05,0.000185835,0.004098484,0.000517048,0.00073196,0.027953357
910,0.114516668,0.003650294,0.090579191,0.00081048,0.122206806,0.036905104,0.002349769,0.184544965,0.113900845,0.010504868,0.046065693
1370,0.084698267,0.000840878,0.054542667,0.000291749,0.091898269,0.001159546,0.00088256,0.106518891,0.047081186,0.00284167,0.033086397
1350,0.089574301,0.000271582,0.081447514,0.000181736,0.140909317,0.000165398,0.001847969,0.221378768,0.063939631,0.004441247,0.072162801
1110,0.131504282,0.001535629,0.087232468,0.000206258,0.137571362,0.002264732,0.002316267,0.238703289,0.124633058,0.009921141,0.066614007
750,0.017048753,0.000243741,0.022866839,3.71623e-05,0.048276017,4.80924e-05,0.000553063,0.057673708,0.008386657,0.000969499,0.037884956
1170,0.112653679,0.007949856,0.159462164,0.002025962,0.197291176,7.85024e-05,0.003822453,0.324615724,0.089417033,0.005099624,0.2611224
1070,0.023026555,3.52508e-05,0.026596821,2.85385e-05,0.071543155,0.000392784,0.000976918,0.107630481,0.005358078,0.003561871,0.024832105
410,0.000570442,3.43458e-05,0.004039369,7.46645e-05,0.015076271,5.729e-11,0.00056297,0.013299277,0.000642117,0.00156198,0.011262549
1390,0.116296113,0.004237149,0.113511848,0.005374076,0.133563374,0.002284658,0.001965994,0.230240038,0.081980331,0.007877478,0.291468062
1330,0.122829466,0.00541068,0.075067028,0.001383411,0.142117755,0.002890817,0.004131193,0.208932286,0.039227709,0.01089968,0.425891687
