CODE,corn,wheat,oat,barley,hay,soybean,horse,cattle,swine,sheep,population
530,9.92726e-07,7.8787e-07,1.6723e-06,6.89287e-09,2.22688e-06,0,1.79388e-06,3.96027e-06,3.26428e-06,0,0.000111899
250,0.000149715,2.81203e-05,0.000474573,8.406e-12,0.000485196,0,0.000127449,0.000643554,0.000792459,6.31054e-06,0.000428889
150,0.000537637,0.000353233,6.11301e-05,3.28809e-05,0.000731941,0,6.17058e-05,0.000983435,0.001689195,5e-15,0.00107405
1290,1.90799e-07,8.52834e-08,1.67613e-07,1.8374e-08,2.05004e-06,0,4.26257e-07,2.51705e-06,1.19526e-06,3.09069e-08,0.000125119
950,1.47022e-07,3.58117e-08,5.96209e-08,2.18664e-08,2.31302e-06,0,3.65293e-07,2.7334e-06,1.17776e-06,3.7789e-08,0.000123062
490,0.001806648,0.000606768,0.003307669,6.49836e-05,0.0020809,0,0.00069053,0.002785916,0.004647064,0.000355639,0.004455339
930,9.09848e-08,2.21622e-08,3.68966e-08,1.35321e-08,1.43142e-06,0,2.26063e-07,1.69157e-06,7.28857e-07,2.33858e-08,0.000122276
610,3.77143e-07,1.54978e-06,1.32904e-06,1.59491e-08,3.7151e-06,0,1.25826e-06,2.78937e-06,3.65559e-06,2.25163e-07,0.000310933
1310,3.24954e-05,2.11419e-05,9.15256e-06,1.41e-12,0.000109303,0,4.53539e-06,0.000418766,0.000435396,1.51182e-06,0.00081764
110,7.04239e-07,5.58915e-07,1.18633e-06,4.8898e-09,1.57975e-06,0,1.27258e-06,2.80941e-06,2.31568e-06,0,0.000108282
790,0.000793268,0.001471308,0.000551265,2.07699e-05,0.002101821,0,0.000302579,0.002852405,0.004929627,0.000446317,0.010343739
10,7.54919e-07,3.10217e-06,2.66032e-06,3.1925e-08,7.43644e-06,0,2.51864e-06,5.58344e-06,7.31733e-06,4.50705e-07,0.00031015
1030,5.04009e-07,8.77731e-06,1.63247e-05,5.57442e-09,5.22408e-05,0,7.88622e-06,3.67513e-05,2.09442e-05,8.28933e-09,0.000177791
1090,1.13091e-07,2.75469e-08,4.58612e-08,1.682e-08,1.77921e-06,0,2.80989e-07,2.10257e-06,9.05946e-07,2.90678e-08,0.000125865
1410,8.12495e-07,9.66654e-07,1.54723e-06,9.07221e-09,2.56098e-06,0,1.61664e-06,3.57195e-06,3.2933e-06,5.79484e-08,0.000117417
390,0.00018089,6.19636e-05,0.000116608,1.11529e-06,0.001233141,0,5.24148e-05,0.00087027,0.000518715,1e-15,0.000301016
970,8.86652e-07,3.15776e-06,2.85507e-06,3.23177e-08,7.6196e-06,0,2.73411e-06,6.05865e-06,7.65591e-06,4.41888e-07,0.000226059
1150,9.97133e-07,4.0975e-06,3.51388e-06,4.2168e-08,9.82241e-06,0,3.32675e-06,7.37487e-06,9.66507e-06,5.95312e-07,0.000315059
210,2.4743e-05,0.000305003,8.19032e-05,3.74003e-09,0.001614295,0,0.000439357,0.000813248,0.000278275,5.28004e-08,0.003046986
1210,7.36389e-07,5.84431e-07,1.24049e-06,5.11303e-09,1.65187e-06,0,1.33068e-06,2.93767e-06,2.4214e-06,0,0.000113237
270,0.000132722,8.35901e-09,0.000132733,2.91929e-10,0.000707669,0,6.8906e-05,0.000258408,0.000180903,5.23668e-10,0.000135505
50,3.52506e-07,2.26277e-07,4.69445e-07,1.62346e-08,2.10242e-06,0,7.02876e-07,2.82617e-06,1.61832e-06,2.49931e-08,0.000122297
70,2.32317e-07,5.6588e-08,9.42103e-08,3.45523e-08,3.65493e-06,0,5.7722e-07,4.3192e-06,1.86104e-06,5.97124e-08,0.000121702
850,1.32432e-06,4.46685e-06,4.1259e-06,4.56091e-08,1.0808e-05,0,3.96858e-06,8.79283e-06,1.09528e-05,6.15062e-07,0.000113348
910,1.14786e-07,7.77885e-08,1.62413e-07,4.22805e-09,5.83914e-07,0,2.23819e-07,8.1128e-07,4.91721e-07,6.21982e-09,0.000115484
1370,6.60236e-07,2.71227e-06,2.80689e-06,2.79108e-08,8.65639e-06,0,2.85761e-06,1.07814e-05,9.01984e-06,3.94034e-07,0.000291752
1350,8.38958e-07,3.44751e-06,2.95647e-06,3.54789e-08,8.26428e-06,0,2.79902e-06,6.20499e-06,8.1319e-06,5.00878e-07,0.000312343
1110,1.16608e-08,4.73169e-05,8.74214e-05,4.19527e-10,0.000287849,0,3.98155e-05,0.000196419,0.000108847,2.30237e-09,0.000333753
750,1.56723e-06,6.44016e-06,5.52287e-06,6.62768e-08,1.54382e-05,0,5.22875e-06,1.15913e-05,1.51909e-05,9.35671e-07,0.00030049
1170,1.97721e-05,0.000127136,0.000109121,1.65e-13,0.000153801,0,1.20773e-05,0.00017814,0.000250603,0,0.000400439
1070,9.23857e-07,7.33213e-07,1.55629e-06,6.41469e-09,2.07239e-06,0,1.66944e-06,3.68553e-06,3.03783e-06,0,0.000113354
410,1.14717e-06,4.71404e-06,4.04261e-06,4.8513e-08,1.13004e-05,0,3.82731e-06,8.48455e-06,1.11194e-05,6.84888e-07,0.000270349
1390,0.000113389,7.51171e-05,4.40936e-05,4.47e-13,0.00046372,0,0.000105321,0.0004969,0.00039698,6.7e-14,0.000356306
1330,0.001898836,0.003521852,0.001319557,4.97167e-05,0.0050311,0,0.000724278,0.006827763,0.011799981,0.001068344,0.010742959
